"test 124"
-0.910645167984,1.27637963382 -2.62994690573,2.2439988016 -3.54765146211,3.36539605586 -3.55135394382,4.47067265316 -1.71830262742,2.21495893941 -1.95827344877,4.48818765733 -3.75562246074,2.29068909794
"Base Result" ['success']
"Base Time" [18.328423976898193]
"Eband Result" ['fail_noFinding']
"Eband Time" [46.82473611831665]
"TEB Result" ['success']
"TEB Time" [15.689870834350586]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.799311876297]
"PIPS Result" ['success']
"PIPS Time" [28.512199878692627]
