"test 138"
-3.83713988594,4.36711895506 -3.87313772547,1.28959038178 -0.951523516318,1.00657080167 -1.8773281082,2.36313130646 -2.84899784721,3.08313714347 -3.59820469653,2.43426728912 -0.559699752629,4.41783899454
"Base Result" ['success']
"Base Time" [45.8994779586792]
"Eband Result" ['fail_bumped']
"Eband Time" [23.735827922821045]
"TEB Result" ['success']
"TEB Time" [17.54750084877014]
"DWA Result" ['fail_noFinding']
"DWA Time" [51.82314991950989]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [50.254292011260986]
