"test 115"
-2.87284923152,3.17605885795 -0.736398378229,4.30791577059 -3.71096029262,1.34598703818 -0.844393338999,2.40589062905 -2.8834436664,2.43590783046 -2.76530021439,4.2195097936 -0.622521165478,3.09588902382
"Base Result" ['fail_noFinding']
"Base Time" [45.37431979179382]
"Eband Result" ['fail_bumped']
"Eband Time" [28.526578903198242]
"TEB Result" ['fail_bumped']
"TEB Time" [19.434208154678345]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.21618986129761]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [45.31994009017944]
