"test 160"
-1.56650135732,2.19674359015 -1.95358987619,3.40296115283 -0.647343709151,1.30010884999 -2.55768172119,1.04679048422 -0.696215919154,4.12763578571 -2.7202234955,3.09827713157 -2.98918918846,2.15425379258
"Base Result" ['fail_noFinding']
"Base Time" [91.4590220451355]
"Eband Result" ['fail_bumped']
"Eband Time" [49.73021101951599]
"TEB Result" ['success']
"TEB Time" [40.32732605934143]
"DWA Result" ['fail_noFinding']
"DWA Time" [91.65841889381409]
"PIPS Result" ['success']
"PIPS Time" [74.50066995620728]
