"test 196"
-3.93888518124,2.262801406 -2.78158417269,2.3906130758 -0.519099188302,4.01749989595 -3.87605150072,1.41912849179 -0.784084024588,3.2163574461 -2.91169032337,1.29070210336 -1.64281000321,1.10226424647
"Base Result" ['fail_noFinding']
"Base Time" [191.0681369304657]
"Eband Result" ['fail_noFinding']
"Eband Time" [191.61614799499512]
"TEB Result" ['fail_noFinding']
"TEB Time" [191.37826490402222]
"DWA Result" ['fail_noFinding']
"DWA Time" [191.37405109405518]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [192.44137001037598]
