"test 4"
-1.65160505524,1.020445644 -1.64885699473,2.0447094135 -3.63231289689,2.25300137734 -2.86417648386,4.06084682316 -2.81910819033,3.20207950356 -3.60554441918,4.2586262501 -1.50905966691,4.40569654876 -2.88341196827,2.18447600333 -0.835757000101,2.13024014483
"Base Result" ['fail_noFinding']
"Base Time" [225.75444793701172]
"Eband Result" ['fail_noFinding']
"Eband Time" [225.56435203552246]
"TEB Result" ['fail_noFinding']
"TEB Time" [225.52921891212463]
"DWA Result" ['fail_noFinding']
"DWA Time" [226.85447311401367]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [225.90967297554016]
