"test 151"
-0.967805269352,1.2374458575 -3.79386780358,2.01556417993 -3.55988288401,4.12960783293 -3.91648700232,1.08776246183 -1.96609348021,1.0620007378 -1.90754839626,4.46127010836 -0.843289349571,4.01621691539
"Base Result" ['success']
"Base Time" [27.874314069747925]
"Eband Result" ['success']
"Eband Time" [29.54079508781433]
"TEB Result" ['success']
"TEB Time" [21.430850982666016]
"DWA Result" ['success']
"DWA Time" [24.16716194152832]
"PIPS Result" ['success']
"PIPS Time" [44.56274104118347]
