"test 133"
-0.677197390055,3.17781666418 -3.95652329285,2.46977571504 -3.57148528574,3.2835617736 -3.80831526451,4.00488278005 -3.87626820448,1.16247316907 -2.95527776237,4.39375198536 -1.78286308194,2.14460853103
"Base Result" ['fail_noFinding']
"Base Time" [47.84711503982544]
"Eband Result" ['fail_noFinding']
"Eband Time" [50.47296404838562]
"TEB Result" ['fail_noFinding']
"TEB Time" [49.82295298576355]
"DWA Result" ['fail_noFinding']
"DWA Time" [47.897743940353394]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [47.916358947753906]
