"test 100"
-2.67893253126,2.25883841267 -2.80253817749,4.15957590781 -3.835590881,3.34205240356 -1.75003105008,2.40441874668 -0.758887346741,2.41397808583 -3.85927070075,2.34660053583 -0.940307742537,1.48250871317
"Base Result" ['success']
"Base Time" [17.89833688735962]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.12076187133789]
"TEB Result" ['success']
"TEB Time" [14.152920007705688]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.10700702667236]
"PIPS Result" ['success']
"PIPS Time" [27.16747498512268]
