"test 169"
-3.71697879037,3.1734432577 -3.58656804541,2.41264477191 -0.734009963789,1.32568382584 -0.713507723214,2.17353978441 -1.97708397967,2.40253600716 -1.58303518543,4.45981937038 -2.87754387869,4.19255443533
"Base Result" ['fail_noFinding']
"Base Time" [115.34188294410706]
"Eband Result" ['fail_noFinding']
"Eband Time" [119.52681422233582]
"TEB Result" ['success']
"TEB Time" [43.221893072128296]
"DWA Result" ['fail_noFinding']
"DWA Time" [113.03684306144714]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [112.99514389038086]
