"test 11"
-0.949683766254,1.47567243217 -1.97793750903,4.18255255195 -1.92660396114,1.38663625029 -3.74593470162,1.0796967762 -2.67029848777,4.32445191665 -1.91018596522,2.32363116269 -0.748060180933,2.25406515432 -2.95921595699,2.14550856159 -3.51093673113,4.02478458333
"Base Result" ['fail_noFinding']
"Base Time" [262.1437840461731]
"Eband Result" ['fail_noFinding']
"Eband Time" [263.22932505607605]
"TEB Result" ['fail_noFinding']
"TEB Time" [262.7844500541687]
"DWA Result" ['fail_noFinding']
"DWA Time" [263.13289308547974]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [262.7853970527649]
