"test 199"
-0.810194544845,2.38397926666 -3.81031387759,2.33358448258 -1.6770269637,1.08923457978 -2.73801298552,2.38516841647 -0.79012596322,1.11033771004 -2.75654206557,1.3373114096 -1.64726562905,2.04842023098
"Base Result" ['fail_noFinding']
"Base Time" [204.3245542049408]
"Eband Result" ['fail_noFinding']
"Eband Time" [202.99913501739502]
"TEB Result" ['fail_noFinding']
"TEB Time" [203.3165361881256]
"DWA Result" ['fail_noFinding']
"DWA Time" [203.0494601726532]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [204.3123528957367]
