"test 12"
-0.545963043058,2.23134550554 -2.7336598642,2.23668954951 -0.956306734566,3.26250934462 -1.68301154759,2.20429633205 -2.66132064926,4.41069080799 -2.55488588416,1.24452015088 -3.81546804304,2.45404378501 -0.776410803916,1.28717148972 -1.57121501295,4.44508154502
"Base Result" ['fail_noFinding']
"Base Time" [266.93368697166443]
"Eband Result" ['fail_noFinding']
"Eband Time" [267.9132890701294]
"TEB Result" ['fail_noFinding']
"TEB Time" [267.53182005882263]
"DWA Result" ['fail_noFinding']
"DWA Time" [268.21994495391846]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [270.1991970539093]
