"test 19"
-0.921258415316,2.00330970245 -3.94310797805,2.31311830599 -1.8623780096,4.14824746804 -3.59732647126,4.18198062451 -3.92052559475,3.08310853528 -2.94030628472,3.01564667751 -2.8055742511,1.31310450732 -2.97919191471,2.30357493448 -0.939993696073,1.26101995465
"Base Result" ['fail_noFinding']
"Base Time" [307.63644099235535]
"Eband Result" ['fail_noFinding']
"Eband Time" [309.874929189682]
"TEB Result" ['fail_noFinding']
"TEB Time" [308.0607588291168]
"DWA Result" ['fail_noFinding']
"DWA Time" [307.2442910671234]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [307.85885190963745]
