"test 141"
-0.630697114824,2.17482685239 -1.74756528138,4.35506944006 -3.87464633924,4.42751178036 -0.863676022675,1.28588905575 -1.8275861429,2.45318385261 -3.82561936408,3.24716714349 -3.60087287768,1.30918151408
"Base Result" ['success']
"Base Time" [21.699785947799683]
"Eband Result" ['success']
"Eband Time" [23.14892601966858]
"TEB Result" ['success']
"TEB Time" [16.759076833724976]
"DWA Result" ['fail_noFinding']
"DWA Time" [53.91916489601135]
"PIPS Result" ['success']
"PIPS Time" [32.55689311027527]
