"test 167"
-1.59135370498,1.33101955626 -0.645747330634,3.04647276932 -3.60986622932,2.41539353507 -0.721371984974,2.35234106266 -3.60785438191,4.47924330879 -0.808503214861,4.43045732586 -0.730368410355,1.49328455405
"Base Result" ['success']
"Base Time" [50.69913387298584]
"Eband Result" ['fail_noFinding']
"Eband Time" [132.5762209892273]
"TEB Result" ['success']
"TEB Time" [39.95587706565857]
"DWA Result" ['fail_noFinding']
"DWA Time" [107.96208000183105]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [107.81805300712585]
