"test 194"
-2.83961338124,1.02681313346 -0.929562199839,2.10683572951 -3.81672616844,3.25508933228 -1.61850095364,1.39561038549 -0.781038257649,1.18665819408 -3.75560054184,4.11676299973 -2.81908494548,2.12331136584
"Base Result" ['fail_noFinding']
"Base Time" [184.368145942688]
"Eband Result" ['fail_noFinding']
"Eband Time" [184.33080220222473]
"TEB Result" ['fail_noFinding']
"TEB Time" [184.2071840763092]
"DWA Result" ['fail_noFinding']
"DWA Time" [183.98923897743225]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [184.68617296218872]
