"test 147"
-3.58053106266,2.31957445662 -2.90063178295,2.11142115434 -1.87122951711,2.27928695063 -0.733986909451,2.32860872254 -1.99544363713,4.49184396084 -0.883513933415,1.42125671945 -0.712728578976,3.01003621707
"Base Result" ['success']
"Base Time" [25.93972897529602]
"Eband Result" ['fail_bumped']
"Eband Time" [73.09522700309753]
"TEB Result" ['success']
"TEB Time" [22.53261423110962]
"DWA Result" ['fail_noFinding']
"DWA Time" [64.23445510864258]
"PIPS Result" ['success']
"PIPS Time" [39.072349071502686]
