"test 104"
-1.83878476586,2.26177212705 -2.60765946707,1.08074042784 -3.7940764885,4.3084471446 -2.70879750698,2.0686913 -0.934236019628,1.13636344399 -1.54702524712,4.01492956993 -1.8319486483,1.46815156505
"Base Result" ['success']
"Base Time" [17.499154090881348]
"Eband Result" ['success']
"Eband Time" [18.73031783103943]
"TEB Result" ['success']
"TEB Time" [13.621916055679321]
"DWA Result" ['success']
"DWA Time" [14.723057985305786]
"PIPS Result" ['success']
"PIPS Time" [27.747478008270264]
