"test 192"
-0.843048327257,2.40517529963 -3.56338786323,1.31832019344 -3.71677385318,4.19250373422 -3.60267284828,2.20849118513 -2.84743425149,4.30700481106 -3.62063101893,3.32202319868 -2.54434950231,3.46798159602
"Base Result" ['fail_noFinding']
"Base Time" [177.63916683197021]
"Eband Result" ['fail_noFinding']
"Eband Time" [177.32792592048645]
"TEB Result" ['fail_noFinding']
"TEB Time" [178.2721529006958]
"DWA Result" ['fail_noFinding']
"DWA Time" [178.01439309120178]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [177.82834196090698]
